,artist_id,artist_name_kor,birth,death,money,canvas_size_money,auction_date,auction_place,artwork_type,make_year,size_length,size_length_inch,size_width,size_width_inch,canvas_size,half_year,estimate_high,estimate_low
77,6987,김환기,1913,1974,370000000.0,12333333.333333334,2021-08-25,SEOUL,print,1960s,90.9,35.78742090000001,60.6,23.8582806,30.0,2,400000000.0,250000000.0
78,6987,김환기,1913,1974,40000000.0,10000000.0,2021-08-25,SEOUL,work on paper,1957,21.5,8.4645715,32.0,12.598432,4.0,2,50000000.0,38000000.0
79,6987,김환기,1913,1974,6000000.0,2000000.0,2021-07-07,SEOUL,work on paper,1960s,27.5,10.8267775,21.0,8.267721,3.0,2,15000000.0,6000000.0
80,6987,김환기,1913,1974,7000000.0,7000000.0,2021-01-05,SEOUL,work on paper,1956,19.0,7.480319000000001,14.5,5.7086645,1.0,1,10000000.0,5000000.0
81,6987,김환기,1913,1974,9000000.0,3000000.0,2021-01-05,SEOUL,work on paper,,28.6,11.259848600000002,22.7,8.9370127,3.0,1,25000000.0,10000000.0
82,6987,김환기,1913,1974,24000000.0,8000000.0,2021-03-30,SEOUL,work on paper,,27.0,10.629927,20.5,8.0708705,3.0,1,30000000.0,18000000.0
83,6987,김환기,1913,1974,9500000.0,1583333.3333333333,2021-08-10,SEOUL,work on paper,,35.5,13.976385500000001,43.0,16.929143,6.0,2,20000000.0,12000000.0
84,6987,김환기,1913,1974,6000000.0,2000000.0,2021-08-10,SEOUL,work on paper,1960s,27.5,10.8267775,21.0,8.267721,3.0,2,15000000.0,10000000.0
85,6987,김환기,1913,1974,1350000.0,112500.0,2015-10-27,SEOUL,other,,61.0,24.015761,47.0,18.503947,12.0,2,1500000.0,1000000.0
86,6987,김환기,1913,1974,600000.0,40000.0,2015-11-24,SEOUL,other,,39.0,15.354339000000001,66.0,25.984266,15.0,2,1400000.0,1000000.0
87,6987,김환기,1913,1974,14000000.0,3500000.0,2016-10-18,SEOUL,other,1955,31.0,12.204731,23.0,9.055123,4.0,2,18000000.0,10000000.0
88,6987,김환기,1913,1974,9000000.0,2250000.0,2016-10-18,SEOUL,other,1958,23.5,9.2519735,32.0,12.598432,4.0,2,15000000.0,10000000.0
89,6987,김환기,1913,1974,8000000.0,1000000.0,2017-04-26,SEOUL,other,1968,45.5,17.9133955,30.0,11.81103,8.0,1,15000000.0,9000000.0
90,6987,김환기,1913,1974,8400000.0,1050000.0,2017-11-08,SEOUL,other,1956,48.0,18.897648,39.0,15.354339000000001,8.0,2,10000000.0,5000000.0
91,6987,김환기,1913,1974,17000000.0,8500000.0,2018-02-21,SEOUL,other,,20.0,7.874020000000001,23.0,9.055123,2.0,1,8000000.0,5000000.0
92,6987,김환기,1913,1974,2240000.0,74666.66666666667,2018-02-21,SEOUL,other,,90.0,35.43309,90.0,35.43309,30.0,1,2500000.0,1800000.0
93,6987,김환기,1913,1974,25500000.0,25500000.0,2018-04-18,SEOUL,work on paper,1963,12.0,4.724412,16.0,6.299216,1.0,1,30000000.0,15000000.0
94,6987,김환기,1913,1974,10000000.0,3333333.3333333335,2018-04-18,SEOUL,work on paper,,28.6,11.259848600000002,22.7,8.9370127,3.0,1,30000000.0,15000000.0
95,6987,김환기,1913,1974,11000000.0,2750000.0,2018-06-27,SEOUL,work on paper,,31.0,12.204731,22.0,8.661422,4.0,1,30000000.0,12000000.0
96,6987,김환기,1913,1974,14000000.0,4666666.666666667,2018-06-27,SEOUL,work on paper,1969,27.8,10.9448878,21.0,8.267721,3.0,1,25000000.0,18000000.0
97,6987,김환기,1913,1974,20000000.0,10000000.0,2018-06-27,SEOUL,work on paper,,25.0,9.842525,19.5,7.677169500000001,2.0,1,40000000.0,25000000.0
98,6987,김환기,1913,1974,12000000.0,1500000.0,2018-10-24,SEOUL,work on paper,1968,45.5,17.9133955,30.0,11.81103,8.0,2,20000000.0,14000000.0
99,6987,김환기,1913,1974,11500000.0,5750000.0,2018-12-26,SEOUL,work on paper,1963,24.5,9.6456745,16.5,6.4960665,2.0,2,25000000.0,10000000.0
100,6987,김환기,1913,1974,11000000.0,5500000.0,2018-12-26,SEOUL,work on paper,1963,24.5,9.6456745,16.5,6.4960665,2.0,2,25000000.0,10000000.0
101,6987,김환기,1913,1974,6000000.0,1500000.0,2018-12-26,SEOUL,work on paper,1956,22.2,8.7401622,30.8,12.1259908,4.0,2,30000000.0,15000000.0
102,6987,김환기,1913,1974,37000000.0,12333333.333333334,2018-12-26,SEOUL,work on paper,1964,20.5,8.0708705,29.5,11.6141795,3.0,2,45000000.0,30000000.0
103,6987,김환기,1913,1974,14000000.0,1750000.0,2019-02-20,SEOUL,print,,48.5,19.0944985,39.2,15.433079200000002,8.0,1,10000000.0,5000000.0
104,6987,김환기,1913,1974,4000000.0,1000000.0,2019-02-20,SEOUL,work on paper,,19.2,7.5590592,30.8,12.1259908,4.0,1,8000000.0,6000000.0
